,season_type,id,year,week,neutral_site,home_team,home_conference,home_points,home_elo,away_team,away_conference,away_points,away_elo,spread,margin,home_win,home_rank,away_rank
1018,regular,400935356,2017,3,False,Penn State,Big Ten,56,1865.0,Georgia State,Sun Belt,0,1285.0,-37.5,-56,1,5,0
1019,regular,400941801,2017,3,False,Miami (OH),Mid-American,17,1367.0,Cincinnati,American Athletic,21,1374.0,-3.5,4,0,0,0
1020,regular,400934512,2017,3,False,Texas Tech,Big 12,52,1444.0,Arizona State,Pac-12,45,1409.0,-7.0,-7,1,0,0
1021,regular,400944837,2017,3,False,New Mexico State,Sun Belt,24,1215.0,Troy,Sun Belt,27,1464.0,9.5,3,0,0,0
1022,regular,400938610,2017,3,False,Houston,American Athletic,38,1650.0,Rice,Conference USA,3,1180.0,-23.0,-35,1,0,0
1023,regular,400937461,2017,3,False,Louisville,ACC,21,1746.0,Clemson,ACC,47,2042.0,3.0,26,0,14,3
1024,regular,400934511,2017,3,False,USC,Pac-12,27,1866.0,Texas,Big 12,24,1642.0,-17.0,-3,1,4,0
1025,regular,400935275,2017,3,False,Washington,Pac-12,48,1885.0,Fresno State,Mountain West,16,1206.0,-34.0,-32,1,6,0
1026,regular,400935272,2017,3,False,Utah,Pac-12,54,1644.0,San José State,Mountain West,16,1115.0,-28.0,-38,1,0,0
1027,regular,400935276,2017,3,False,San Diego State,Mountain West,20,1670.0,Stanford,Pac-12,17,1736.0,9.0,-3,1,0,19
1028,regular,400933858,2017,3,False,California,Pac-12,27,1540.0,Ole Miss,SEC,16,1590.0,7.0,-11,1,0,0
1029,regular,400941803,2017,4,False,South Florida,American Athletic,43,1673.0,Temple,American Athletic,7,1559.0,-18.0,-36,1,21,0
1030,regular,400945258,2017,4,False,Boise State,Mountain West,23,1633.0,Virginia,ACC,42,1401.0,-13.5,19,0,0,0
1031,regular,400935277,2017,4,False,Arizona,Pac-12,24,1456.0,Utah,Pac-12,30,1687.0,4.5,6,0,0,23
1032,regular,400934518,2017,4,False,Houston,American Athletic,24,1691.0,Texas Tech,Big 12,27,1452.0,-7.0,3,0,0,0
1033,regular,400934561,2017,4,False,Tulane,American Athletic,21,1278.0,Army,FBS Independents,17,1379.0,-3.0,-4,1,0,0
1034,regular,400937474,2017,4,False,Louisville,ACC,42,1710.0,Kent State,Mid-American,3,1159.0,-41.5,-39,1,19,0
1035,regular,400933864,2017,4,True,Arkansas,SEC,43,1529.0,Texas A&M,SEC,50,1674.0,-2.5,7,0,0,0
1036,regular,400933870,2017,4,False,Tennessee,SEC,17,1644.0,Massachusetts,FBS Independents,13,1231.0,-28.0,-4,1,0,0
1037,regular,400934514,2017,4,False,Kansas,Big 12,34,1155.0,West Virginia,Big 12,56,1700.0,24.0,22,0,0,0
1038,regular,400935363,2017,4,False,Ohio State,Big Ten,54,1971.0,UNLV,Mountain West,21,1346.0,-40.0,-33,1,10,0
1039,regular,400937472,2017,4,False,Florida State,ACC,21,1722.0,NC State,ACC,27,1572.0,-11.5,6,0,12,0
1040,regular,400937473,2017,4,False,Georgia Tech,ACC,35,1591.0,Pittsburgh,ACC,17,1519.0,-7.5,-18,1,0,0
1041,regular,400941807,2017,4,False,Tulsa,American Athletic,13,1612.0,New Mexico,Mountain West,16,1430.0,-9.0,3,0,0,0
1042,regular,400937477,2017,4,False,Virginia Tech,ACC,38,1827.0,Old Dominion,Conference USA,0,1380.0,-28.5,-38,1,13,0
1043,regular,400944902,2017,4,False,Eastern Michigan,Mid-American,20,1329.0,Ohio,Mid-American,27,1380.0,-1.0,7,0,0,0
1044,regular,400944841,2017,4,False,South Alabama,Sun Belt,23,1263.0,Idaho,Sun Belt,29,1317.0,-6.5,6,0,0,0
1045,regular,400935361,2017,4,False,Maryland,Big Ten,10,1406.0,UCF,American Athletic,38,1552.0,-4.5,28,0,0,0
1046,regular,400941804,2017,4,False,Navy,American Athletic,42,1643.0,Cincinnati,American Athletic,32,1380.0,-8.5,-10,1,0,0
1047,regular,400937471,2017,4,False,North Carolina,ACC,17,1688.0,Duke,ACC,27,1532.0,-1.5,10,0,0,0
1048,regular,400937470,2017,4,False,Clemson,ACC,34,2078.0,Boston College,ACC,7,1327.0,-33.5,-27,1,2,0
1049,regular,400935279,2017,4,False,California,Pac-12,20,1564.0,USC,Pac-12,30,1864.0,17.0,10,0,0,5
1050,regular,400937475,2017,4,False,Miami,ACC,52,1698.0,Toledo,Mid-American,30,1618.0,-13.5,-22,1,14,0
1051,regular,400935362,2017,4,False,Nebraska,Big Ten,27,1508.0,Rutgers,Big Ten,17,1200.0,-11.0,-10,1,0,0
1052,regular,400933871,2017,4,False,Vanderbilt,SEC,0,1569.0,Alabama,SEC,59,2057.0,20.0,59,0,0,1
1053,regular,400933869,2017,4,False,South Carolina,SEC,17,1495.0,Louisiana Tech,Conference USA,16,1512.0,-9.0,-1,1,0,0
1054,regular,400935359,2017,4,False,Indiana,Big Ten,52,1519.0,Georgia Southern,Sun Belt,17,1385.0,-22.0,-35,1,0,0
1055,regular,400937478,2017,4,False,App State,Sun Belt,19,1515.0,Wake Forest,ACC,20,1603.0,5.5,1,0,0,0
1056,regular,400944901,2017,4,False,Central Michigan,Mid-American,14,1290.0,Miami (OH),Mid-American,31,1361.0,1.5,17,0,0,0
1057,regular,400934516,2017,4,False,Oklahoma State,Big 12,31,1937.0,TCU,Big 12,44,1700.0,-10.5,13,0,6,16
1058,regular,400935364,2017,4,False,Purdue,Big Ten,10,1465.0,Michigan,Big Ten,28,1931.0,13.0,18,0,0,8
1059,regular,400944842,2017,4,False,Louisiana,Sun Belt,50,1310.0,UL Monroe,Sun Belt,56,1157.0,-4.0,6,0,0,0
1060,regular,400944818,2017,4,False,Troy,Sun Belt,22,1454.0,Akron,Mid-American,17,1175.0,-17.0,-5,1,0,0
1061,regular,400938614,2017,4,False,Charlotte,Conference USA,0,1090.0,Georgia State,Sun Belt,28,1193.0,-1.0,28,0,0,0
1062,regular,400935283,2017,4,False,Washington State,Pac-12,45,1736.0,Nevada,Mountain West,7,1389.0,-28.5,-38,1,18,0
1064,regular,400934515,2017,4,False,Baylor,Big 12,41,1501.0,Oklahoma,Big 12,49,2010.0,28.5,8,0,0,3
1065,regular,400938618,2017,4,False,North Texas,Conference USA,46,1208.0,UAB,Conference USA,43,1407.0,-10.0,-3,1,0,0
1066,regular,400938616,2017,4,False,Buffalo,Mid-American,34,1230.0,Florida Atlantic,Conference USA,31,1218.0,-2.0,-3,1,0,0
1067,regular,400933867,2017,4,False,LSU,SEC,35,1773.0,Syracuse,ACC,26,1399.0,-21.5,-9,1,25,0
1069,regular,400933865,2017,4,False,Georgia,SEC,31,1659.0,Mississippi State,SEC,3,1818.0,-2.5,-28,1,11,17
1070,regular,400938617,2017,4,False,Middle Tennessee,Conference USA,24,1295.0,Bowling Green,Mid-American,13,1213.0,-7.0,-11,1,0,0
1071,regular,400941806,2017,4,False,SMU,American Athletic,44,1374.0,Arkansas State,Sun Belt,21,1534.0,-3.0,-23,1,0,0
1072,regular,400945259,2017,4,False,Air Force,Mountain West,24,1559.0,San Diego State,Mountain West,28,1672.0,1.5,4,0,0,22
1073,regular,400938621,2017,4,False,Western Kentucky,Conference USA,33,1729.0,Ball State,Mid-American,21,1380.0,-12.5,-12,1,0,0
1074,regular,400933866,2017,4,False,Kentucky,SEC,27,1522.0,Florida,SEC,28,1665.0,3.0,1,0,0,20
1075,regular,400933868,2017,4,False,Missouri,SEC,14,1301.0,Auburn,SEC,51,1824.0,18.5,37,0,0,15
1076,regular,400935360,2017,4,False,Iowa,Big Ten,19,1637.0,Penn State,Big Ten,21,1957.0,13.0,2,0,0,4
1077,regular,400938615,2017,4,False,Rice,Conference USA,7,1139.0,Florida International,Conference USA,13,1166.0,-1.0,6,0,0,0
1078,regular,400938620,2017,4,False,Texas State,Sun Belt,14,1034.0,UTSA,Conference USA,44,1442.0,13.5,30,0,0,0
1079,regular,400945260,2017,4,False,San José State,Mountain West,10,1072.0,Utah State,Mountain West,61,1221.0,1.5,51,0,0,0
1080,regular,400934575,2017,4,False,Michigan State,Big Ten,18,1646.0,Notre Dame,FBS Independents,38,1772.0,3.5,20,0,0,0
1081,regular,400938619,2017,4,False,New Mexico State,Sun Belt,41,1225.0,UTEP,Conference USA,14,1008.0,-17.5,-27,1,0,0
1083,regular,400935281,2017,4,False,Colorado,Pac-12,10,1660.0,Washington,Pac-12,37,1896.0,11.0,27,0,0,7
1084,regular,400935278,2017,4,False,Arizona State,Pac-12,37,1401.0,Oregon,Pac-12,35,1592.0,14.5,-2,1,0,24
1085,regular,400945261,2017,4,False,Wyoming,Mountain West,28,1306.0,Hawai'i,Mountain West,21,1216.0,-5.5,-7,1,0,0
1086,regular,400935280,2017,4,False,Stanford,Pac-12,58,1734.0,UCLA,Pac-12,34,1585.0,-6.5,-24,1,0,0
1087,regular,400941838,2017,4,False,UConn,American Athletic,38,1202.0,East Carolina,American Athletic,41,1166.0,-5.0,3,0,0,0
1088,regular,400934521,2017,5,False,Iowa State,Big 12,7,1566.0,Texas,Big 12,17,1644.0,5.0,10,0,0,0
1089,regular,400937479,2017,5,False,Duke,ACC,6,1567.0,Miami,ACC,31,1743.0,5.5,25,0,0,14
1090,regular,400945262,2017,5,False,Utah State,Mountain West,40,1360.0,BYU,FBS Independents,24,1523.0,-1.0,-16,1,0,0
1091,regular,400935365,2017,5,False,Illinois,Big Ten,6,1359.0,Nebraska,Big Ten,28,1504.0,6.5,22,0,0,0
1092,regular,400935284,2017,5,False,Washington State,Pac-12,30,1800.0,USC,Pac-12,27,1860.0,4.5,-3,1,16,5
1093,regular,400935370,2017,5,False,Wisconsin,Big Ten,33,1917.0,Northwestern,Big Ten,24,1602.0,-16.5,-9,1,10,0
1094,regular,400937486,2017,5,False,Pittsburgh,ACC,42,1486.0,Rice,Conference USA,10,1130.0,-20.5,-32,1,0,0
1095,regular,400935367,2017,5,False,Minnesota,Big Ten,24,1705.0,Maryland,Big Ten,31,1347.0,-13.5,7,0,0,0
1096,regular,400941810,2017,5,False,East Carolina,American Athletic,31,1173.0,South Florida,American Athletic,61,1760.0,22.5,30,0,0,18
1097,regular,400941811,2017,5,False,Temple,American Athletic,13,1472.0,Houston,American Athletic,20,1671.0,11.0,7,0,0,0
1098,regular,400933875,2017,5,False,Florida,SEC,38,1660.0,Vanderbilt,SEC,24,1453.0,-9.0,-14,1,21,0
1099,regular,400937483,2017,5,False,Georgia Tech,ACC,33,1624.0,North Carolina,ACC,7,1653.0,-10.0,-26,1,0,0
1100,regular,400937485,2017,5,False,NC State,ACC,33,1594.0,Syracuse,ACC,25,1408.0,-14.0,-8,1,0,0
1101,regular,400937480,2017,5,False,Boston College,ACC,28,1334.0,Central Michigan,Mid-American,8,1256.0,-10.5,-20,1,0,0
1103,regular,400934519,2017,5,False,Kansas State,Big 12,33,1724.0,Baylor,Big 12,20,1522.0,-15.0,-13,1,0,0
1104,regular,400934566,2017,5,False,Army,FBS Independents,35,1373.0,UTEP,Conference USA,21,963.0,-23.0,-14,1,0,0
1105,regular,400937482,2017,5,False,Wake Forest,ACC,19,1600.0,Florida State,ACC,26,1700.0,7.5,7,0,0,0
1106,regular,400935368,2017,5,False,Penn State,Big Ten,45,1943.0,Indiana,Big Ten,14,1600.0,-19.5,-31,1,4,0
1107,regular,400944986,2017,5,False,Kent State,Mid-American,13,1116.0,Buffalo,Mid-American,27,1231.0,7.5,14,0,0,0
1108,regular,400938890,2017,5,False,Massachusetts,FBS Independents,50,1239.0,Ohio,Mid-American,58,1389.0,4.5,8,0,0,0
1109,regular,400933878,2017,5,False,Tennessee,SEC,0,1636.0,Georgia,SEC,41,1753.0,10.0,41,0,0,7
1110,regular,400941813,2017,5,False,Tulsa,American Athletic,21,1596.0,Navy,American Athletic,31,1642.0,7.5,10,0,0,0
1111,regular,400935366,2017,5,False,Michigan State,Big Ten,17,1609.0,Iowa,Big Ten,10,1651.0,-3.5,-7,1,0,0
1112,regular,400944845,2017,5,False,Wyoming,Mountain West,45,1311.0,Texas State,Sun Belt,10,999.0,-16.5,-35,1,0,0
1113,regular,400933876,2017,5,False,Kentucky,SEC,24,1527.0,Eastern Michigan,Mid-American,20,1320.0,-14.0,-4,1,0,0
1114,regular,400941809,2017,5,False,SMU,American Athletic,49,1449.0,UConn,American Athletic,28,1195.0,-16.5,-21,1,0,0
1115,regular,400935285,2017,5,False,Stanford,Pac-12,34,1777.0,Arizona State,Pac-12,24,1404.0,-17.0,-10,1,0,0
1116,regular,400934576,2017,5,False,Notre Dame,FBS Independents,52,1809.0,Miami (OH),Mid-American,17,1395.0,-21.0,-35,1,22,0
1117,regular,400933874,2017,5,False,Auburn,SEC,49,1866.0,Mississippi State,SEC,10,1724.0,-7.5,-39,1,13,24
1118,regular,400944904,2017,5,False,Bowling Green,Mid-American,23,1199.0,Akron,Mid-American,34,1181.0,3.0,11,0,0,0
1119,regular,400933877,2017,5,False,LSU,SEC,21,1764.0,Troy,Sun Belt,24,1448.0,-20.5,3,0,25,0
1120,regular,400938625,2017,5,False,Cincinnati,American Athletic,21,1381.0,Marshall,Conference USA,38,1334.0,-3.0,17,0,0,0
1121,regular,400938624,2017,5,False,Louisiana Tech,Conference USA,34,1511.0,South Alabama,Sun Belt,16,1256.0,-11.5,-18,1,0,0
1122,regular,400938623,2017,5,False,Florida Atlantic,Conference USA,38,1217.0,Middle Tennessee,Conference USA,20,1309.0,-2.5,-18,1,0,0
1123,regular,400938626,2017,5,False,Southern Miss,Conference USA,28,1426.0,North Texas,Conference USA,43,1212.0,-8.0,15,0,0,0
1124,regular,400944905,2017,5,False,Western Michigan,Mid-American,55,1652.0,Ball State,Mid-American,3,1383.0,-13.0,-52,1,0,0
1125,regular,400944844,2017,5,False,UL Monroe,Sun Belt,51,1180.0,Coastal Carolina,Sun Belt,43,1442.0,-7.5,-8,1,0,0
1126,regular,400945263,2017,5,False,New Mexico,Mountain West,56,1446.0,Air Force,Mountain West,38,1560.0,3.0,-18,1,0,0
1127,regular,400938622,2017,5,False,Florida International,Conference USA,30,1175.0,Charlotte,Conference USA,29,1026.0,-10.0,-1,1,0,0
1128,regular,400985406,2017,5,False,UCF,American Athletic,40,1611.0,Memphis,American Athletic,13,1622.0,-5.5,-27,1,0,0
1129,regular,400935369,2017,5,False,Rutgers,Big Ten,0,1204.0,Ohio State,Big Ten,56,1990.0,28.5,56,0,0,11
1130,regular,400933879,2017,5,False,Texas A&M,SEC,24,1672.0,South Carolina,SEC,17,1496.0,-8.0,-7,1,0,0
1131,regular,400935288,2017,5,False,Oregon State,Pac-12,7,1252.0,Washington,Pac-12,42,1941.0,27.5,35,0,0,6
1132,regular,400934520,2017,5,False,Texas Tech,Big 12,34,1472.0,Oklahoma State,Big 12,41,1883.0,10.5,7,0,0,15
1133,regular,400937481,2017,5,False,Virginia Tech,ACC,17,1879.0,Clemson,ACC,31,2071.0,7.0,14,0,12,2
1134,regular,400933872,2017,5,False,Alabama,SEC,66,2173.0,Ole Miss,SEC,3,1566.0,-30.0,-63,1,1,0
1135,regular,400945265,2017,5,False,Fresno State,Mountain West,41,1195.0,Nevada,Mountain West,21,1325.0,-7.5,-20,1,0,0
1136,regular,400935286,2017,5,False,UCLA,Pac-12,27,1542.0,Colorado,Pac-12,23,1615.0,-7.5,-4,1,0,0
1137,regular,400945266,2017,5,False,UNLV,Mountain West,41,1327.0,San José State,Mountain West,13,933.0,-16.5,-28,1,0,0
1138,regular,400944987,2017,5,False,San Diego State,Mountain West,34,1671.0,Northern Illinois,Mid-American,28,1480.0,-9.5,-6,1,19,0
1139,regular,400935287,2017,5,False,Oregon,Pac-12,45,1589.0,California,Pac-12,24,1568.0,-17.0,-21,1,0,0
1140,regular,400945264,2017,5,False,Hawai'i,Mountain West,21,1211.0,Colorado State,Mountain West,51,1579.0,7.0,30,0,0,0
1141,regular,400944846,2017,6,False,Georgia Southern,Sun Belt,25,1304.0,Arkansas State,Sun Belt,43,1459.0,9.0,18,0,0,0
1142,regular,400937487,2017,6,False,NC State,ACC,39,1595.0,Louisville,ACC,25,1753.0,3.5,-14,1,24,17
1143,regular,400941814,2017,6,False,UConn,American Athletic,31,1171.0,Memphis,American Athletic,70,1551.0,16.0,39,0,0,0
1144,regular,400945267,2017,6,False,BYU,FBS Independents,7,1473.0,Boise State,Mountain West,24,1558.0,7.5,17,0,0,0
1145,regular,400941819,2017,6,False,Tulane,American Athletic,62,1284.0,Tulsa,American Athletic,28,1579.0,-6.0,-34,1,0,0
1146,regular,400934525,2017,6,False,Kansas,Big 12,19,1155.0,Texas Tech,Big 12,65,1488.0,14.5,46,0,0,0
1147,regular,400937489,2017,6,False,Clemson,ACC,28,2085.0,Wake Forest,ACC,14,1594.0,-21.0,-14,1,2,0
1148,regular,400933880,2017,6,False,Auburn,SEC,44,1959.0,Ole Miss,SEC,23,1455.0,-21.5,-21,1,12,0
1149,regular,400941817,2017,6,False,East Carolina,American Athletic,10,1157.0,Temple,American Athletic,34,1474.0,3.5,24,0,0,0
1150,regular,400935371,2017,6,False,Iowa,Big Ten,45,1639.0,Illinois,Big Ten,16,1318.0,-16.0,-29,1,0,0
1151,regular,400934523,2017,6,False,Oklahoma,Big 12,31,1989.0,Iowa State,Big 12,38,1552.0,-30.5,7,0,3,0
1152,regular,400944991,2017,6,False,Toledo,Mid-American,20,1573.0,Eastern Michigan,Mid-American,15,1323.0,-13.5,-5,1,0,0
1153,regular,400933885,2017,6,False,Vanderbilt,SEC,14,1442.0,Georgia,SEC,45,1860.0,17.0,31,0,0,5
1154,regular,400935374,2017,6,False,Northwestern,Big Ten,7,1607.0,Penn State,Big Ten,31,1986.0,14.5,24,0,0,4
1155,regular,400937490,2017,6,False,Virginia,ACC,28,1476.0,Duke,ACC,21,1521.0,1.5,-7,1,0,0
1156,regular,400937491,2017,6,False,Syracuse,ACC,27,1407.0,Pittsburgh,ACC,24,1531.0,-3.0,-3,1,0,0
1157,regular,400944990,2017,6,False,Ohio,Mid-American,23,1393.0,Central Michigan,Mid-American,26,1217.0,-11.0,3,0,0,0
1158,regular,400944989,2017,6,False,Miami (OH),Mid-American,29,1348.0,Bowling Green,Mid-American,37,1174.0,-16.5,8,0,0,0
1159,regular,400944849,2017,6,False,Texas State,Sun Belt,27,940.0,UL Monroe,Sun Belt,45,1210.0,6.0,18,0,0,0
1160,regular,400938628,2017,6,False,Middle Tennessee,Conference USA,37,1259.0,Florida International,Conference USA,17,1171.0,-9.0,-20,1,0,0
1161,regular,400944850,2017,6,False,App State,Sun Belt,45,1518.0,New Mexico State,Sun Belt,31,1254.0,-13.5,-14,1,0,0
1162,regular,400933882,2017,6,False,Florida,SEC,16,1671.0,LSU,SEC,17,1739.0,1.5,1,0,21,0
1163,regular,400981507,2017,6,False,Florida State,ACC,20,1706.0,Miami,ACC,24,1789.0,3.0,4,0,0,13
1164,regular,400934577,2017,6,False,North Carolina,ACC,10,1583.0,Notre Dame,FBS Independents,33,1856.0,13.0,23,0,0,21
1166,regular,400935376,2017,6,False,Purdue,Big Ten,31,1466.0,Minnesota,Big Ten,17,1661.0,-3.5,-14,1,0,0
1167,regular,400944988,2017,6,False,Akron,Mid-American,31,1206.0,Ball State,Mid-American,3,1262.0,-4.5,-28,1,0,0
1168,regular,400944992,2017,6,False,Northern Illinois,Mid-American,24,1482.0,Kent State,Mid-American,3,1095.0,-23.5,-21,1,0,0
1169,regular,400944993,2017,6,False,Buffalo,Mid-American,68,1252.0,Western Michigan,Mid-American,71,1773.0,7.0,3,0,0,0
1170,regular,400934522,2017,6,False,TCU,Big 12,31,1754.0,West Virginia,Big 12,24,1700.0,-12.5,-7,1,8,23
1171,regular,400941815,2017,6,False,Navy,American Athletic,48,1659.0,Air Force,Mountain West,45,1508.0,-8.5,-3,1,0,0
1172,regular,400938630,2017,6,False,UAB,Conference USA,23,1403.0,Louisiana Tech,Conference USA,22,1527.0,9.5,-1,1,0,0
1173,regular,400935375,2017,6,False,Ohio State,Big Ten,62,2057.0,Maryland,Big Ten,14,1391.0,-30.0,-48,1,10,0
1174,regular,400935290,2017,6,False,USC,Pac-12,38,1858.0,Oregon State,Pac-12,10,1233.0,-33.0,-28,1,14,0
1175,regular,400933883,2017,6,False,South Carolina,SEC,48,1496.0,Arkansas,SEC,22,1547.0,3.5,-26,1,0,0
1176,regular,400945268,2017,6,False,Utah State,Mountain West,14,1410.0,Colorado State,Mountain West,27,1618.0,9.5,13,0,0,0
1177,regular,400944848,2017,6,False,Idaho,Sun Belt,16,1324.0,Louisiana,Sun Belt,21,1287.0,-6.5,5,0,0,0
1178,regular,400938627,2017,6,False,Charlotte,Conference USA,3,1030.0,Marshall,Conference USA,14,1380.0,14.5,11,0,0,0
1179,regular,400938629,2017,6,False,Old Dominion,Conference USA,28,1328.0,Florida Atlantic,Conference USA,58,1267.0,5.5,30,0,0,0
1180,regular,400934564,2017,6,False,Rice,Conference USA,12,1085.0,Army,FBS Independents,49,1369.0,12.5,37,0,0,0
1181,regular,400944847,2017,6,False,Coastal Carolina,Sun Belt,21,1412.0,Georgia State,Sun Belt,27,1257.0,1.0,6,0,0,0
1182,regular,400941818,2017,6,False,Houston,American Athletic,35,1669.0,SMU,American Athletic,22,1473.0,-10.0,-13,1,0,0
1183,regular,400934524,2017,6,False,Texas,Big 12,40,1658.0,Kansas State,Big 12,34,1733.0,-5.5,-6,1,0,0
1184,regular,400938676,2017,6,False,UTSA,Conference USA,29,1477.0,Southern Miss,Conference USA,31,1368.0,-10.5,2,0,0,0
1185,regular,400933884,2017,6,False,Texas A&M,SEC,19,1672.0,Alabama,SEC,27,2284.0,26.5,8,0,0,1
1186,regular,400937488,2017,6,False,Boston College,ACC,10,1373.0,Virginia Tech,ACC,23,1865.0,16.5,13,0,0,16
1187,regular,400945269,2017,6,False,San José State,Mountain West,10,904.0,Fresno State,Mountain West,27,1256.0,17.0,17,0,0,0
1188,regular,400933881,2017,6,False,Kentucky,SEC,40,1524.0,Missouri,SEC,34,1259.0,-8.5,-6,1,0,0
1189,regular,400935372,2017,6,False,Michigan,Big Ten,10,1930.0,Michigan State,Big Ten,14,1621.0,-12.5,4,0,7,0
1190,regular,400935289,2017,6,False,Colorado,Pac-12,42,1610.0,Arizona,Pac-12,45,1462.0,-7.0,3,0,0,0
1191,regular,400935292,2017,6,False,Oregon,Pac-12,10,1637.0,Washington State,Pac-12,33,1802.0,1.5,23,0,0,11
1192,regular,400935373,2017,6,False,Nebraska,Big Ten,17,1545.0,Wisconsin,Big Ten,38,1912.0,12.5,21,0,0,9
1193,regular,400938631,2017,6,False,UTEP,Conference USA,14,967.0,Western Kentucky,Conference USA,15,1726.0,16.5,1,0,0,0
1194,regular,400935291,2017,6,False,Utah,Pac-12,20,1681.0,Stanford,Pac-12,23,1769.0,3.0,3,0,20,0
1195,regular,400945270,2017,6,False,Nevada,Mountain West,35,1264.0,Hawai'i,Mountain West,21,1172.0,4.5,-14,1,0,0
1196,regular,400935293,2017,6,False,Washington,Pac-12,38,1960.0,California,Pac-12,7,1520.0,-28.5,-31,1,6,0
1197,regular,400945271,2017,6,False,UNLV,Mountain West,10,1356.0,San Diego State,Mountain West,41,1669.0,9.5,31,0,0,19
1198,regular,400944851,2017,7,False,Troy,Sun Belt,8,1473.0,South Alabama,Sun Belt,19,1240.0,-18.0,11,0,0,0
1199,regular,400944852,2017,7,False,Louisiana,Sun Belt,24,1298.0,Texas State,Sun Belt,7,923.0,-14.0,-17,1,0,0
1200,regular,400937493,2017,7,False,Syracuse,ACC,27,1410.0,Clemson,ACC,24,2075.0,24.0,-3,1,0,2
1201,regular,400935294,2017,7,False,California,Pac-12,37,1487.0,Washington State,Pac-12,3,1843.0,16.5,-34,1,0,8
1202,regular,400941821,2017,7,False,Temple,American Athletic,24,1502.0,UConn,American Athletic,28,1106.0,-10.5,4,0,0,0
1203,regular,400934529,2017,7,False,West Virginia,Big 12,46,1693.0,Texas Tech,Big 12,35,1582.0,-5.5,-11,1,0,24
1204,regular,400934527,2017,7,False,Iowa State,Big 12,45,1604.0,Kansas,Big 12,0,1061.0,-22.5,-45,1,0,0
1205,regular,400934567,2017,7,False,Army,FBS Independents,28,1440.0,Eastern Michigan,Mid-American,27,1328.0,-4.5,-1,1,0,0
1206,regular,400935378,2017,7,False,Illinois,Big Ten,24,1278.0,Rutgers,Big Ten,35,1137.0,-1.0,11,0,0,0
1207,regular,400937495,2017,7,False,Duke,ACC,10,1509.0,Florida State,ACC,17,1705.0,7.0,7,0,0,0
1208,regular,400937497,2017,7,False,Pittsburgh,ACC,17,1528.0,NC State,ACC,35,1638.0,11.0,18,0,0,20
1209,regular,400933891,2017,7,False,Mississippi State,SEC,35,1631.0,BYU,FBS Independents,10,1441.0,-23.0,-25,1,0,0
1210,regular,400933892,2017,7,False,Tennessee,SEC,9,1529.0,South Carolina,SEC,15,1569.0,-2.5,6,0,0,0
1211,regular,400935379,2017,7,False,Indiana,Big Ten,20,1557.0,Michigan,Big Ten,27,1901.0,7.0,7,0,0,17
1212,regular,400937494,2017,7,False,Louisville,ACC,42,1710.0,Boston College,ACC,45,1386.0,-20.0,3,0,0,0
1213,regular,400945272,2017,7,False,Air Force,Mountain West,34,1509.0,UNLV,Mountain West,30,1307.0,-9.5,-4,1,0,0
1214,regular,400938634,2017,7,False,Marshall,Conference USA,35,1374.0,Old Dominion,Conference USA,3,1235.0,-12.5,-32,1,0,0
1215,regular,400934530,2017,7,False,Kansas State,Big 12,6,1722.0,TCU,Big 12,26,1761.0,7.5,20,0,0,6
1216,regular,400934528,2017,7,True,Texas,Big 12,24,1669.0,Oklahoma,Big 12,29,1937.0,9.0,5,0,0,12
1217,regular,400934526,2017,7,False,Oklahoma State,Big 12,59,1867.0,Baylor,Big 12,16,1513.0,-26.0,-43,1,14,0
1218,regular,400944998,2017,7,False,Central Michigan,Mid-American,10,1233.0,Toledo,Mid-American,30,1568.0,9.5,20,0,0,0
1219,regular,400944997,2017,7,False,Bowling Green,Mid-American,30,1205.0,Ohio,Mid-American,48,1377.0,9.5,18,0,0,0
