,season_type,id,year,week,neutral_site,home_team,home_conference,home_points,home_elo,away_team,away_conference,away_points,away_elo,spread,margin,home_win,home_rank,away_rank
4964,regular,401426568,2022,4,False,Miami,ACC,31,1590.0,Middle Tennessee,Conference USA,45,1354.0,-25.5,14,0,25,0
4967,regular,401426565,2022,4,False,Western Kentucky,Conference USA,73,1712.0,Florida International,Conference USA,0,1022.0,-31.0,-73,1,0,0
4968,regular,401403901,2022,4,False,Tennessee,SEC,38,1835.0,Florida,SEC,33,1564.0,-11.0,-5,1,11,20
4969,regular,401404126,2022,4,False,North Carolina,ACC,32,1569.0,Notre Dame,FBS Independents,45,1780.0,-2.5,13,0,0,0
4970,regular,401405096,2022,4,False,Cincinnati,American Athletic,45,1795.0,Indiana,Big Ten,24,1342.0,-16.5,-21,1,0,0
4971,regular,401403999,2022,4,False,Washington State,Pac-12,41,1651.0,Oregon,Pac-12,44,1557.0,6.5,3,0,0,15
4974,regular,401403898,2022,4,False,Ole Miss,SEC,35,1748.0,Tulsa,American Athletic,27,1499.0,-21.0,-8,1,16,0
4978,regular,401411122,2022,4,False,UCF,American Athletic,27,1614.0,Georgia Tech,ACC,10,1239.0,-21.0,-17,1,0,0
4980,regular,401403996,2022,4,False,California,Pac-12,49,1512.0,Arizona,Pac-12,31,1343.0,-3.5,-18,1,0,0
4981,regular,401416605,2022,4,False,Georgia Southern,Sun Belt,34,1385.0,Ball State,Mid-American,23,1295.0,-9.5,-11,1,0,0
4982,regular,401426335,2022,4,False,Old Dominion,Sun Belt,29,1364.0,Arkansas State,Sun Belt,26,1245.0,-5.0,-3,1,0,0
4984,regular,401404160,2022,4,False,Liberty,FBS Independents,21,1594.0,Akron,Mid-American,12,936.0,-26.5,-9,1,0,0
4985,regular,401426570,2022,4,False,Houston,American Athletic,34,1527.0,Rice,Conference USA,27,1204.0,-17.5,-7,1,0,0
4986,regular,401415624,2022,4,False,East Carolina,American Athletic,20,1550.0,Navy,American Athletic,23,1342.0,-16.5,3,0,0,0
4988,regular,401415040,2022,4,False,Tulane,American Athletic,24,1512.0,Southern Miss,Sun Belt,27,1254.0,-11.5,3,0,0,0
4989,regular,401415222,2022,4,False,Utah State,Mountain West,24,1445.0,UNLV,Mountain West,34,1395.0,3.0,10,0,0,0
4992,regular,401426567,2022,4,False,South Alabama,Sun Belt,38,1410.0,Louisiana Tech,Conference USA,14,1227.0,-13.0,-24,1,0,0
4993,regular,401426393,2022,4,False,Troy,Sun Belt,16,1341.0,Marshall,Sun Belt,7,1570.0,3.5,-9,1,0,0
4994,regular,401405091,2022,4,False,Rutgers,Big Ten,10,1355.0,Iowa,Big Ten,27,1694.0,7.5,17,0,0,0
4995,regular,401403893,2022,4,True,Texas A&M,SEC,23,1706.0,Arkansas,SEC,21,1665.0,-1.5,-2,1,23,10
4997,regular,401403896,2022,4,False,Kentucky,SEC,31,1722.0,Northern Illinois,Mid-American,23,1358.0,-26.5,-8,1,8,0
4998,regular,401404150,2022,4,False,NC State,ACC,41,1646.0,UConn,FBS Independents,10,1012.0,-38.5,-31,1,12,0
4999,regular,401403892,2022,4,False,Alabama,SEC,55,2121.0,Vanderbilt,SEC,3,1422.0,-40.5,-52,1,2,0
5000,regular,401426564,2022,4,False,South Carolina,SEC,56,1470.0,Charlotte,Conference USA,20,1169.0,-23.5,-36,1,0,0
5001,regular,401403897,2022,4,False,LSU,SEC,38,1574.0,New Mexico,Mountain West,0,1269.0,-31.5,-38,1,0,0
5002,regular,401426566,2022,4,False,Purdue,Big Ten,28,1629.0,Florida Atlantic,Conference USA,26,1423.0,-16.5,-2,1,0,0
5003,regular,401405093,2022,4,False,Northwestern,Big Ten,14,1353.0,Miami (OH),Mid-American,17,1459.0,-7.5,3,0,0,0
5004,regular,401405095,2022,4,False,Ohio State,Big Ten,52,2079.0,Wisconsin,Big Ten,21,1828.0,-18.5,-31,1,3,0
5005,regular,401426336,2022,4,False,UL Monroe,Sun Belt,21,1092.0,Louisiana,Sun Belt,17,1671.0,9.5,-4,1,0,0
5006,regular,401404081,2022,4,False,Oklahoma,Big 12,34,1884.0,Kansas State,Big 12,41,1642.0,-13.5,7,0,6,0
5007,regular,401409237,2022,4,False,New Mexico State,FBS Independents,45,1038.0,Hawai'i,Mountain West,26,1145.0,-4.5,-19,1,0,0
5008,regular,401411118,2022,4,False,Florida State,ACC,44,1511.0,Boston College,ACC,14,1398.0,-18.5,-30,1,0,0
5009,regular,401404000,2022,4,False,Oregon State,Pac-12,14,1597.0,USC,Pac-12,17,1687.0,5.5,3,0,0,7
5011,regular,401415223,2022,4,False,BYU,FBS Independents,38,1619.0,Wyoming,Mountain West,24,1416.0,-21.5,-14,1,19,0
5012,regular,401415225,2022,4,False,San José State,Mountain West,34,1343.0,Western Michigan,Mid-American,6,1453.0,-6.5,-28,1,0,0
5013,regular,401403997,2022,4,False,Arizona State,Pac-12,13,1551.0,Utah,Pac-12,34,1823.0,16.5,21,0,0,13
5014,regular,401404001,2022,4,False,Washington,Pac-12,40,1607.0,Stanford,Pac-12,22,1349.0,-14.0,-18,1,18,0
5016,regular,401415226,2022,5,False,BYU,FBS Independents,38,1630.0,Utah State,Mountain West,26,1420.0,-26.0,-12,1,19,0
5017,regular,401415625,2022,5,False,Houston,American Athletic,24,1520.0,Tulane,American Athletic,27,1491.0,-5.5,3,0,0,0
5018,regular,401426576,2022,5,False,Middle Tennessee,Conference USA,30,1411.0,UTSA,Conference USA,45,1491.0,4.5,15,0,0,0
5019,regular,401415228,2022,5,False,Boise State,Mountain West,35,1541.0,San Diego State,Mountain West,13,1429.0,-6.0,-22,1,0,0
5020,regular,401404007,2022,5,False,UCLA,Pac-12,40,1705.0,Washington,Pac-12,32,1623.0,2.5,-8,1,0,15
5021,regular,401415229,2022,5,False,UNLV,Mountain West,31,1420.0,New Mexico,Mountain West,20,1200.0,-14.0,-11,1,0,0
5023,regular,401404137,2022,5,False,Army,FBS Independents,14,1528.0,Georgia State,Sun Belt,31,1424.0,-8.5,17,0,0,0
5024,regular,401405101,2022,5,False,Minnesota,Big Ten,10,1823.0,Purdue,Big Ten,20,1627.0,-9.5,10,0,21,0
5025,regular,401404085,2022,5,False,Kansas State,Big 12,37,1675.0,Texas Tech,Big 12,28,1524.0,-7.5,-9,1,25,0
5026,regular,401404086,2022,5,False,TCU,Big 12,55,1526.0,Oklahoma,Big 12,24,1851.0,5.0,-31,1,0,18
5028,regular,401405099,2022,5,False,Wisconsin,Big Ten,10,1775.0,Illinois,Big Ten,34,1623.0,-6.5,24,0,0,0
5029,regular,401405100,2022,5,False,Iowa,Big Ten,14,1702.0,Michigan,Big Ten,27,2012.0,10.5,13,0,0,4
5030,regular,401415227,2022,5,False,Air Force,Mountain West,13,1743.0,Navy,American Athletic,10,1360.0,-14.0,-3,1,0,0
5032,regular,401415628,2022,5,False,Memphis,American Athletic,24,1494.0,Temple,American Athletic,3,1104.0,-18.5,-21,1,0,0
5033,regular,401403905,2022,5,False,Ole Miss,SEC,22,1745.0,Kentucky,SEC,19,1713.0,-6.5,-3,1,14,7
5034,regular,401411124,2022,5,False,Boston College,ACC,34,1332.0,Louisville,ACC,33,1575.0,13.5,-1,1,0,0
5050,regular,401426338,2022,5,False,James Madison,Sun Belt,40,1449.0,Texas State,Sun Belt,13,1249.0,-21.5,-27,1,0,0
5051,regular,401404006,2022,5,False,Utah,Pac-12,42,1847.0,Oregon State,Pac-12,16,1598.0,-10.5,-26,1,12,0
5054,regular,401416608,2022,5,False,Ball State,Mid-American,44,1282.0,Northern Illinois,Mid-American,38,1367.0,3.5,-6,1,0,0
5056,regular,401414782,2022,5,False,Eastern Michigan,Mid-American,20,1334.0,Massachusetts,FBS Independents,13,874.0,-20.0,-7,1,0,0
5057,regular,401415626,2022,5,True,South Florida,American Athletic,28,1174.0,East Carolina,American Athletic,48,1532.0,9.5,20,0,0,0
5064,regular,401405105,2022,5,False,Penn State,Big Ten,17,1817.0,Northwestern,Big Ten,7,1355.0,-25.5,-10,1,11,0
5066,regular,401411128,2022,5,False,North Carolina,ACC,41,1559.0,Virginia Tech,ACC,10,1388.0,-9.5,-31,1,0,0
5068,regular,401416607,2022,5,False,Toledo,Mid-American,38,1473.0,Central Michigan,Mid-American,17,1464.0,-6.5,-21,1,0,0
5069,regular,401411127,2022,5,False,Florida State,ACC,21,1577.0,Wake Forest,ACC,31,1666.0,-6.0,10,0,23,22
5070,regular,401416609,2022,5,False,Akron,Mid-American,28,960.0,Bowling Green,Mid-American,31,1155.0,9.5,3,0,0,0
5071,regular,401416611,2022,5,False,Kent State,Mid-American,31,1305.0,Ohio,Mid-American,24,1273.0,-12.5,-7,1,0,0
5072,regular,401403902,2022,5,False,Arkansas,SEC,26,1663.0,Alabama,SEC,49,2185.0,17.0,23,0,20,2
5075,regular,401404151,2022,5,False,UConn,FBS Independents,19,999.0,Fresno State,Mountain West,14,1517.0,23.5,-5,1,0,0
5076,regular,401404083,2022,5,False,Baylor,Big 12,25,1752.0,Oklahoma State,Big 12,36,1805.0,-2.5,11,0,16,9
5077,regular,401416610,2022,5,False,Buffalo,Mid-American,24,1397.0,Miami (OH),Mid-American,20,1457.0,-3.0,-4,1,0,0
5079,regular,401404084,2022,5,False,Kansas,Big 12,14,1349.0,Iowa State,Big 12,11,1790.0,3.5,-3,1,0,0
5080,regular,401405103,2022,5,False,Maryland,Big Ten,27,1620.0,Michigan State,Big Ten,13,1607.0,-7.5,-14,1,0,0
5081,regular,401403906,2022,5,False,Mississippi State,SEC,42,1617.0,Texas A&M,SEC,24,1708.0,-4.0,-18,1,0,17
5082,regular,401426575,2022,5,False,North Texas,Conference USA,45,1272.0,Florida Atlantic,Conference USA,28,1425.0,3.0,-17,1,0,0
5086,regular,401426341,2022,5,False,Louisiana,Sun Belt,17,1648.0,South Alabama,Sun Belt,20,1450.0,8.5,3,0,0,0
5090,regular,401404004,2022,5,False,Washington State,Pac-12,28,1641.0,California,Pac-12,9,1536.0,-4.0,-19,1,0,0
5092,regular,401426573,2022,5,False,Charlotte,Conference USA,35,1106.0,UTEP,Conference USA,41,1322.0,3.5,6,0,0,0
5093,regular,401404161,2022,5,False,Old Dominion,Sun Belt,24,1363.0,Liberty,FBS Independents,38,1570.0,3.5,14,0,0,0
5101,regular,401426340,2022,5,False,Arkansas State,Sun Belt,45,1246.0,UL Monroe,Sun Belt,28,1115.0,-7.0,-17,1,0,0
5105,regular,401415627,2022,5,False,Tulsa,American Athletic,21,1502.0,Cincinnati,American Athletic,31,1801.0,10.0,10,0,0,0
5106,regular,401426337,2022,5,False,Coastal Carolina,Sun Belt,34,1676.0,Georgia Southern,Sun Belt,30,1398.0,-10.0,-4,1,0,0
5107,regular,401426578,2022,5,False,Western Kentucky,Conference USA,27,1844.0,Troy,Sun Belt,34,1372.0,-5.5,7,0,0,0
5108,regular,401403903,2022,5,False,Auburn,SEC,17,1559.0,LSU,SEC,21,1643.0,8.0,4,0,0,0
5109,regular,401426577,2022,5,False,Rice,Conference USA,28,1211.0,UAB,Conference USA,24,1556.0,10.5,-4,1,0,0
5111,regular,401403907,2022,5,False,Missouri,SEC,22,1411.0,Georgia,SEC,26,2090.0,30.5,4,0,0,1
5112,regular,401404087,2022,5,False,Texas,Big 12,38,1742.0,West Virginia,Big 12,20,1493.0,-7.5,-18,1,0,0
5113,regular,401405102,2022,5,False,Nebraska,Big Ten,35,1523.0,Indiana,Big Ten,21,1336.0,-6.5,-14,1,0,0
5114,regular,401415230,2022,5,False,Wyoming,Mountain West,16,1405.0,San José State,Mountain West,33,1430.0,2.5,17,0,0,0
5115,regular,401411126,2022,5,False,Duke,ACC,38,1261.0,Virginia,ACC,17,1481.0,-2.0,-21,1,0,0
5116,regular,401411125,2022,5,False,Clemson,ACC,30,1809.0,NC State,ACC,20,1659.0,-6.5,-10,1,5,10
5117,regular,401411129,2022,5,False,Pittsburgh,ACC,21,1695.0,Georgia Tech,ACC,26,1235.0,-21.5,5,0,24,0
5118,regular,401426574,2022,5,False,New Mexico State,FBS Independents,7,1093.0,Florida International,Conference USA,21,890.0,-16.0,14,0,0,0
5121,regular,401404002,2022,5,False,Arizona,Pac-12,43,1319.0,Colorado,Pac-12,20,1189.0,-18.0,-23,1,0,0
5123,regular,401404003,2022,5,False,USC,Pac-12,42,1686.0,Arizona State,Pac-12,25,1527.0,-24.5,-17,1,6,0
5124,regular,401404005,2022,5,False,Oregon,Pac-12,45,1567.0,Stanford,Pac-12,27,1333.0,-17.5,-18,1,13,0
5126,regular,401415629,2022,6,False,UCF,American Athletic,41,1618.0,SMU,American Athletic,19,1628.0,-3.0,-22,1,0,0
5127,regular,401405111,2022,6,False,Rutgers,Big Ten,13,1329.0,Nebraska,Big Ten,14,1536.0,3.0,1,0,0,0
5129,regular,401415630,2022,6,False,Memphis,American Athletic,32,1506.0,Houston,American Athletic,33,1514.0,-1.5,1,0,0,0
5130,regular,401415233,2022,6,False,Nevada,Mountain West,14,1467.0,Colorado State,Mountain West,17,1246.0,-3.5,3,0,0,0
5131,regular,401415236,2022,6,False,San José State,Mountain West,40,1468.0,UNLV,Mountain West,7,1424.0,-6.5,-33,1,0,0
5132,regular,401405108,2022,6,False,Indiana,Big Ten,10,1323.0,Michigan,Big Ten,31,2013.0,23.5,21,0,0,4
5133,regular,401405109,2022,6,False,Maryland,Big Ten,29,1647.0,Purdue,Big Ten,31,1666.0,-3.0,2,0,0,0
5134,regular,401403910,2022,6,False,Florida,SEC,24,1569.0,Missouri,SEC,17,1443.0,-10.5,-7,1,0,0
5135,regular,401403913,2022,6,False,LSU,SEC,13,1644.0,Tennessee,SEC,40,1830.0,2.5,27,0,25,8
5136,regular,401411136,2022,6,False,Virginia,ACC,17,1406.0,Louisville,ACC,34,1568.0,-1.5,17,0,0,0
5137,regular,401416614,2022,6,False,Western Michigan,Mid-American,23,1366.0,Eastern Michigan,Mid-American,45,1320.0,-4.5,22,0,0,0
5138,regular,401403914,2022,6,False,Mississippi State,SEC,40,1667.0,Arkansas,SEC,17,1658.0,-8.5,-23,1,23,0
5139,regular,401404089,2022,6,False,Kansas,Big 12,31,1357.0,TCU,Big 12,38,1656.0,7.0,7,0,19,17
5142,regular,401404090,2022,6,True,Oklahoma,Big 12,0,1721.0,Texas,Big 12,49,1759.0,7.5,49,0,0,0
5145,regular,401416617,2022,6,False,Bowling Green,Mid-American,7,1148.0,Buffalo,Mid-American,38,1402.0,2.0,31,0,0,0
5156,regular,401426342,2022,6,False,Georgia State,Sun Belt,41,1476.0,Georgia Southern,Sun Belt,33,1403.0,-2.5,-8,1,0,0
5157,regular,401416616,2022,6,False,Ohio,Mid-American,55,1265.0,Akron,Mid-American,34,967.0,-10.0,-21,1,0,0
5161,regular,401415633,2022,6,False,Cincinnati,American Athletic,28,1797.0,South Florida,American Athletic,24,1167.0,-27.0,-4,1,24,0
5168,regular,401403911,2022,6,False,Georgia,SEC,42,2058.0,Auburn,SEC,10,1558.0,-28.0,-32,1,2,0
5169,regular,401415631,2022,6,False,Tulane,American Athletic,24,1497.0,East Carolina,American Athletic,9,1539.0,-3.0,-15,1,0,0
5170,regular,401415632,2022,6,False,Navy,American Athletic,53,1364.0,Tulsa,American Athletic,21,1506.0,4.5,-32,1,0,0
5171,regular,401411135,2022,6,False,Pittsburgh,ACC,45,1650.0,Virginia Tech,ACC,29,1325.0,-14.5,-16,1,0,0
5172,regular,401416613,2022,6,False,Central Michigan,Mid-American,16,1415.0,Ball State,Mid-American,17,1294.0,-7.5,1,0,0,0
5173,regular,401416618,2022,6,False,Miami (OH),Mid-American,27,1452.0,Kent State,Mid-American,24,1313.0,5.5,-3,1,0,0
5174,regular,401404164,2022,6,False,Massachusetts,FBS Independents,24,888.0,Liberty,FBS Independents,42,1582.0,22.5,18,0,0,0
5175,regular,401416615,2022,6,False,Northern Illinois,Mid-American,32,1355.0,Toledo,Mid-American,52,1522.0,6.5,20,0,0,0
5176,regular,401404091,2022,6,False,Oklahoma State,Big 12,41,1824.0,Texas Tech,Big 12,31,1519.0,-11.5,-10,1,7,0
5178,regular,401404011,2022,6,False,UCLA,Pac-12,42,1712.0,Utah,Pac-12,32,1886.0,3.0,-10,1,18,11
5179,regular,401405107,2022,6,False,Northwestern,Big Ten,7,1368.0,Wisconsin,Big Ten,42,1692.0,10.0,35,0,0,0
5180,regular,401426581,2022,6,False,UAB,Conference USA,41,1542.0,Middle Tennessee,Conference USA,14,1384.0,-10.0,-27,1,0,0
5185,regular,401404009,2022,6,False,Arizona State,Pac-12,45,1505.0,Washington,Pac-12,38,1616.0,13.5,-7,1,0,21
5186,regular,401403915,2022,6,False,Vanderbilt,SEC,28,1358.0,Ole Miss,SEC,52,1746.0,17.0,24,0,0,9
5187,regular,401411132,2022,6,False,Georgia Tech,ACC,23,1280.0,Duke,ACC,20,1336.0,3.5,-3,1,0,0
5188,regular,401405110,2022,6,False,Michigan State,Big Ten,20,1580.0,Ohio State,Big Ten,49,2150.0,27.0,29,0,0,3
5189,regular,401411133,2022,6,False,Miami,ACC,24,1533.0,North Carolina,ACC,27,1622.0,-4.0,3,0,0,0
5193,regular,401426582,2022,6,False,UTSA,Conference USA,31,1518.0,Western Kentucky,Conference USA,28,1789.0,-6.5,-3,1,0,0
5194,regular,401415231,2022,6,False,Utah State,Mountain West,34,1414.0,Air Force,Mountain West,27,1739.0,11.5,-7,1,0,0
5195,regular,401426579,2022,6,False,Florida International,Conference USA,12,943.0,UConn,FBS Independents,33,1029.0,5.5,21,0,0,0
5196,regular,401415234,2022,6,False,New Mexico,Mountain West,14,1196.0,Wyoming,Mountain West,27,1367.0,3.0,13,0,0,0
5197,regular,401426345,2022,6,False,Texas State,Sun Belt,36,1202.0,App State,Sun Belt,24,1628.0,19.5,-12,1,0,0
5198,regular,401426346,2022,6,False,Troy,Sun Belt,27,1427.0,Southern Miss,Sun Belt,10,1275.0,-7.0,-17,1,0,0
5199,regular,401426580,2022,6,False,Louisiana Tech,Conference USA,41,1187.0,UTEP,Conference USA,31,1317.0,-1.5,-10,1,0,0
5200,regular,401426343,2022,6,False,Arkansas State,Sun Belt,20,1271.0,James Madison,Sun Belt,42,1496.0,11.5,22,0,0,0
5204,regular,401404012,2022,6,False,USC,Pac-12,30,1708.0,Washington State,Pac-12,14,1674.0,-12.5,-16,1,6,0
5205,regular,401404127,2022,6,True,Notre Dame,FBS Independents,28,1790.0,BYU,FBS Independents,20,1636.0,-3.5,-8,1,0,16
5206,regular,401404088,2022,6,False,Iowa State,Big 12,9,1782.0,Kansas State,Big 12,10,1680.0,1.0,1,0,0,20
5207,regular,401404138,2022,6,False,Wake Forest,ACC,45,1679.0,Army,FBS Independents,10,1476.0,-16.0,-35,1,15,0
5208,regular,401405106,2022,6,False,Illinois,Big Ten,9,1706.0,Iowa,Big Ten,6,1701.0,-3.5,-3,1,0,0
5209,regular,401411131,2022,6,False,Boston College,ACC,3,1339.0,Clemson,ACC,31,1816.0,21.0,28,0,0,5
5210,regular,401403912,2022,6,False,Kentucky,SEC,14,1712.0,South Carolina,SEC,24,1533.0,-4.5,10,0,13,0
5211,regular,401426344,2022,6,False,UL Monroe,Sun Belt,21,1090.0,Coastal Carolina,Sun Belt,28,1671.0,12.5,7,0,0,0
5212,regular,401411134,2022,6,False,NC State,ACC,19,1652.0,Florida State,ACC,17,1564.0,-3.5,-2,1,14,0
5214,regular,401403909,2022,6,False,Alabama,SEC,24,2190.0,Texas A&M,SEC,20,1658.0,-24.0,-4,1,1,0
5217,regular,401404008,2022,6,False,Arizona,Pac-12,22,1361.0,Oregon,Pac-12,49,1585.0,13.5,27,0,0,12
5218,regular,401415232,2022,6,False,Boise State,Mountain West,40,1582.0,Fresno State,Mountain West,20,1487.0,-10.5,-20,1,0,0
5219,regular,401415235,2022,6,False,San Diego State,Mountain West,16,1388.0,Hawai'i,Mountain West,14,1090.0,-23.5,-2,1,0,0
5220,regular,401404010,2022,6,False,Stanford,Pac-12,27,1315.0,Oregon State,Pac-12,28,1559.0,4.5,1,0,0,0
5221,regular,401426347,2022,7,False,Marshall,Sun Belt,13,1539.0,Louisiana,Sun Belt,23,1631.0,-10.5,10,0,0,0
5222,regular,401404092,2022,7,False,West Virginia,Big 12,43,1476.0,Baylor,Big 12,40,1733.0,3.0,-3,1,0,0
5223,regular,401415634,2022,7,False,UCF,American Athletic,70,1672.0,Temple,American Athletic,13,1092.0,-23.5,-57,1,0,0
5226,regular,401415635,2022,7,False,SMU,American Athletic,40,1574.0,Navy,American Athletic,34,1471.0,-12.5,-6,1,0,0
5227,regular,401426584,2022,7,False,Florida International,Conference USA,10,899.0,UTSA,Conference USA,30,1523.0,33.5,20,0,0,0
5228,regular,401403920,2022,7,False,Ole Miss,SEC,48,1766.0,Auburn,SEC,34,1529.0,-15.5,-14,1,9,0
5229,regular,401405115,2022,7,False,Michigan,Big Ten,41,1999.0,Penn State,Big Ten,17,1804.0,-7.0,-24,1,5,10
5231,regular,401416619,2022,7,False,Akron,Mid-American,21,947.0,Central Michigan,Mid-American,28,1408.0,12.0,7,0,0,0
5233,regular,401416622,2022,7,False,Bowling Green,Mid-American,17,1092.0,Miami (OH),Mid-American,13,1451.0,7.0,-4,1,0,0
5234,regular,401426348,2022,7,False,Coastal Carolina,Sun Belt,21,1644.0,Old Dominion,Sun Belt,49,1351.0,-11.5,28,0,0,0
5235,regular,401404093,2022,7,False,Texas,Big 12,24,1898.0,Iowa State,Big 12,21,1776.0,-15.5,-3,1,22,0
5237,regular,401404094,2022,7,False,Oklahoma,Big 12,52,1582.0,Kansas,Big 12,42,1366.0,-10.5,-10,1,0,19
5238,regular,401405112,2022,7,False,Illinois,Big Ten,26,1707.0,Minnesota,Big Ten,14,1784.0,4.5,-12,1,24,0
5239,regular,401411140,2022,7,False,Virginia Tech,ACC,14,1319.0,Miami,ACC,20,1534.0,8.5,6,0,0,0
5245,regular,401414783,2022,7,False,Massachusetts,FBS Independents,7,908.0,Buffalo,Mid-American,34,1458.0,17.0,27,0,0,0
5252,regular,401404153,2022,7,False,Ball State,Mid-American,25,1301.0,UConn,FBS Independents,21,1073.0,-9.5,-4,1,0,0
5253,regular,401404014,2022,7,False,Colorado,Pac-12,20,1147.0,California,Pac-12,13,1503.0,15.0,-7,1,0,0
5260,regular,401426587,2022,7,False,Middle Tennessee,Conference USA,17,1332.0,Western Kentucky,Conference USA,35,1784.0,7.5,18,0,0,0
5262,regular,401404095,2022,7,False,TCU,Big 12,43,1647.0,Oklahoma State,Big 12,40,1821.0,-5.0,-3,1,13,8
5263,regular,401416621,2022,7,False,Toledo,Mid-American,52,1554.0,Kent State,Mid-American,31,1314.0,-7.5,-21,1,0,0
5264,regular,401416620,2022,7,False,Eastern Michigan,Mid-American,10,1382.0,Northern Illinois,Mid-American,39,1323.0,-3.5,29,0,0,0
5265,regular,401426583,2022,7,False,UAB,Conference USA,34,1594.0,Charlotte,Conference USA,20,1111.0,-22.5,-14,1,0,0
5266,regular,401426352,2022,7,False,Troy,Sun Belt,17,1450.0,Texas State,Sun Belt,14,1263.0,-16.5,-3,1,0,0
5267,regular,401403918,2022,7,False,Georgia,SEC,55,2087.0,Vanderbilt,SEC,0,1338.0,-37.5,-55,1,1,0
5268,regular,401411139,2022,7,False,Syracuse,ACC,24,1539.0,NC State,ACC,9,1651.0,-3.0,-15,1,18,15
5269,regular,401403916,2022,7,False,BYU,FBS Independents,35,1629.0,Arkansas,SEC,52,1603.0,-1.0,17,0,0,0
5270,regular,401403921,2022,7,False,Tennessee,SEC,52,1881.0,Alabama,SEC,49,2179.0,9.0,-3,1,6,3
5271,regular,401416623,2022,7,False,Western Michigan,Mid-American,14,1304.0,Ohio,Mid-American,33,1285.0,-2.0,19,0,0,0
5273,regular,401405114,2022,7,False,Indiana,Big Ten,33,1337.0,Maryland,Big Ten,38,1645.0,11.0,5,0,0,0
5275,regular,401426586,2022,7,False,North Texas,Conference USA,47,1325.0,Louisiana Tech,Conference USA,27,1214.0,-6.5,-20,1,0,0
5276,regular,401426349,2022,7,False,Georgia Southern,Sun Belt,45,1396.0,James Madison,Sun Belt,38,1528.0,13.0,-7,1,0,25
5277,regular,401415636,2022,7,False,South Florida,American Athletic,31,1180.0,Tulane,American Athletic,45,1532.0,12.0,14,0,0,0
5281,regular,401405116,2022,7,False,Michigan State,Big Ten,34,1565.0,Wisconsin,Big Ten,28,1752.0,7.0,-6,1,0,0
5284,regular,401404013,2022,7,False,Washington,Pac-12,49,1600.0,Arizona,Pac-12,39,1314.0,-14.5,-10,1,0,0
5286,regular,401426585,2022,7,False,Florida Atlantic,Conference USA,17,1372.0,Rice,Conference USA,14,1225.0,-4.0,-3,1,0,0
5291,regular,401403917,2022,7,False,Florida,SEC,35,1572.0,LSU,SEC,45,1593.0,-2.0,10,0,0,0
5292,regular,401415238,2022,7,False,Colorado State,Mountain West,13,1265.0,Utah State,Mountain West,17,1444.0,14.0,4,0,0,0
5294,regular,401426351,2022,7,False,Southern Miss,Sun Belt,20,1252.0,Arkansas State,Sun Belt,19,1239.0,-4.5,-1,1,0,0
5295,regular,401426350,2022,7,False,South Alabama,Sun Belt,41,1467.0,UL Monroe,Sun Belt,34,1117.0,-17.0,-7,1,0,0
5297,regular,401403919,2022,7,False,Kentucky,SEC,27,1675.0,Mississippi State,SEC,17,1722.0,3.5,-10,1,22,16
5298,regular,401405113,2022,7,False,Purdue,Big Ten,43,1668.0,Nebraska,Big Ten,37,1528.0,-14.0,-6,1,0,0
5299,regular,401404016,2022,7,False,Notre Dame,FBS Independents,14,1797.0,Stanford,Pac-12,16,1325.0,-16.5,2,0,0,0
5300,regular,401411138,2022,7,False,Florida State,ACC,28,1565.0,Clemson,ACC,34,1838.0,4.5,6,0,0,4
5301,regular,401415637,2022,7,False,East Carolina,American Athletic,47,1504.0,Memphis,American Athletic,45,1505.0,-5.5,-2,1,0,0
5302,regular,401411137,2022,7,False,Duke,ACC,35,1334.0,North Carolina,ACC,38,1621.0,7.0,3,0,0,0
5303,regular,401409239,2022,7,False,New Mexico State,FBS Independents,21,1040.0,New Mexico,Mountain West,9,1183.0,7.0,-12,1,0,0
5304,regular,401404017,2022,7,False,Utah,Pac-12,43,1856.0,USC,Pac-12,42,1739.0,-3.5,-1,1,20,7
5305,regular,401404015,2022,7,False,Oregon State,Pac-12,24,1549.0,Washington State,Pac-12,10,1643.0,-3.0,-14,1,0,0
5306,regular,401415237,2022,7,False,UNLV,Mountain West,7,1339.0,Air Force,Mountain West,42,1709.0,10.0,35,0,0,0
5307,regular,401415239,2022,7,False,Fresno State,Mountain West,17,1450.0,San José State,Mountain West,10,1553.0,7.0,-7,1,0,0
5308,regular,401426353,2022,8,False,App State,Sun Belt,42,1567.0,Georgia State,Sun Belt,17,1483.0,-9.5,-25,1,0,0
5309,regular,401426354,2022,8,False,South Alabama,Sun Belt,6,1458.0,Troy,Sun Belt,10,1449.0,-3.0,4,0,0,0
5312,regular,401415638,2022,8,False,Temple,American Athletic,16,997.0,Tulsa,American Athletic,27,1399.0,13.5,11,0,0,0
5313,regular,401426592,2022,8,False,Western Kentucky,Conference USA,20,1784.0,UAB,Conference USA,17,1584.0,-1.0,-3,1,0,0
5314,regular,401415641,2022,8,False,SMU,American Athletic,27,1576.0,Cincinnati,American Athletic,29,1784.0,3.5,2,0,0,21
5315,regular,401404096,2022,8,False,Baylor,Big 12,35,1728.0,Kansas,Big 12,23,1364.0,-10.5,-12,1,0,0
5316,regular,401415640,2022,8,False,Navy,American Athletic,20,1469.0,Houston,American Athletic,38,1515.0,3.0,18,0,0,0
5317,regular,401411142,2022,8,False,Clemson,ACC,27,1830.0,Syracuse,ACC,21,1581.0,-14.0,-6,1,5,14
